investor_id,n_sip,avg_gap_days,max_gap_days,total_sip_amt,avg_sip_amt,continuity_status
INV001236,2,65.0,65,20173,10086.5,regular
INV001237,2,32.0,32,13287,6643.5,regular
INV001238,2,425.0,425,8190,4095.0,at-risk
INV001241,2,122.0,122,7801,3900.5,at-risk
INV001242,2,388.0,388,6799,3399.5,at-risk
INV001244,3,93.0,95,27190,9063.33,at-risk
INV001247,4,130.7,212,36076,9019.0,at-risk
INV001251,2,334.0,334,50356,25178.0,at-risk
INV001256,2,213.0,213,34408,17204.0,at-risk
INV001259,2,235.0,235,45039,22519.5,at-risk
INV001260,2,151.0,151,27477,13738.5,at-risk
INV001262,4,130.0,179,74680,18670.0,at-risk
INV001264,2,120.0,120,30107,15053.5,at-risk
INV001265,3,226.0,239,32884,10961.33,at-risk
INV001271,2,24.0,24,10568,5284.0,regular
INV001273,2,239.0,239,11913,5956.5,at-risk
INV001274,2,393.0,393,13095,6547.5,at-risk
INV001275,3,59.0,83,22753,7584.33,regular
INV001276,2,357.0,357,5298,2649.0,at-risk
INV001282,2,361.0,361,16406,8203.0,at-risk
INV001286,2,152.0,152,52514,26257.0,at-risk
INV001287,2,96.0,96,53789,26894.5,at-risk
INV001288,3,165.5,205,81819,27273.0,at-risk
INV001289,2,386.0,386,15846,7923.0,at-risk
INV001291,4,130.7,268,94697,23674.25,at-risk
INV001295,3,228.0,397,21758,7252.67,at-risk
INV001298,2,449.0,449,3954,1977.0,at-risk
INV001299,3,165.5,177,12599,4199.67,at-risk
INV001304,5,107.5,237,125441,25088.2,at-risk
INV001308,3,78.0,155,51567,17189.0,regular
INV001310,3,289.0,545,35097,11699.0,at-risk
INV001311,2,307.0,307,2341,1170.5,at-risk
INV001312,2,248.0,248,17371,8685.5,at-risk
INV001314,4,153.0,247,72460,18115.0,at-risk
INV001315,4,91.3,153,20395,5098.75,at-risk
INV001316,4,194.0,421,13572,3393.0,at-risk
INV001318,2,150.0,150,5889,2944.5,at-risk
INV001319,3,15.0,29,13158,4386.0,regular
INV001320,2,94.0,94,25997,12998.5,at-risk
INV001326,5,166.2,390,38891,7778.2,at-risk
INV001329,2,95.0,95,5464,2732.0,at-risk
INV001331,3,74.0,85,10154,3384.67,regular
INV001332,3,321.5,339,17621,5873.67,at-risk
INV001333,5,150.2,358,8714,1742.8,at-risk
INV001334,3,167.0,248,17648,5882.67,at-risk
INV001336,3,30.5,35,66268,22089.33,regular
INV001337,2,23.0,23,42297,21148.5,regular
INV001341,2,546.0,546,5063,2531.5,at-risk
INV001342,4,132.3,333,163708,40927.0,at-risk
INV001343,2,26.0,26,11329,5664.5,regular
INV001345,2,30.0,30,8001,4000.5,regular
INV001346,3,80.0,91,49123,16374.33,regular
INV001348,4,101.3,180,34131,8532.75,at-risk
INV001352,2,243.0,243,1532,766.0,at-risk
INV001355,2,122.0,122,14371,7185.5,at-risk
INV001356,4,122.0,214,28214,7053.5,at-risk
INV001357,2,66.0,66,12792,6396.0,regular
INV001359,5,99.2,242,79187,15837.4,at-risk
INV001362,2,59.0,59,5462,2731.0,regular
INV001363,3,72.0,124,88477,29492.33,regular
INV001365,2,30.0,30,8086,4043.0,regular
INV001366,3,76.5,85,22331,7443.67,regular
INV001367,3,351.5,644,27120,9040.0,at-risk
INV001369,2,363.0,363,10121,5060.5,at-risk
INV001370,2,451.0,451,15507,7753.5,at-risk
INV001375,3,275.0,393,13273,4424.33,at-risk
INV001376,4,170.3,244,2461,615.25,at-risk
INV001377,2,61.0,61,19329,9664.5,regular
INV001379,2,85.0,85,6328,3164.0,regular
INV001382,2,332.0,332,5063,2531.5,at-risk
INV001383,4,182.7,266,7980,1995.0,at-risk
INV001387,5,114.8,180,80674,16134.8,at-risk
INV001390,2,548.0,548,17122,8561.0,at-risk
INV001392,2,358.0,358,23363,11681.5,at-risk
INV001394,3,49.0,62,87364,29121.33,regular
INV001397,3,198.5,270,15414,5138.0,at-risk
INV001399,2,7.0,7,31537,15768.5,regular
INV001406,4,120.3,180,49422,12355.5,at-risk
INV001407,2,55.0,55,32867,16433.5,regular
INV001410,2,366.0,366,18778,9389.0,at-risk
INV001411,4,122.7,179,92317,23079.25,at-risk
INV001415,4,151.7,330,31657,7914.25,at-risk
INV001418,3,76.0,129,16386,5462.0,regular
INV001419,2,206.0,206,12923,6461.5,at-risk
INV001421,3,135.0,157,17725,5908.33,at-risk
INV001422,2,154.0,154,10469,5234.5,at-risk
INV001423,3,258.5,425,17591,5863.67,at-risk
INV001432,3,225.5,269,12733,4244.33,at-risk
INV001434,3,16.5,32,46896,15632.0,regular
INV001435,2,152.0,152,12503,6251.5,at-risk
INV001439,2,145.0,145,18359,9179.5,at-risk
INV001443,2,240.0,240,13313,6656.5,at-risk
INV001448,2,478.0,478,7405,3702.5,at-risk
INV001450,2,216.0,216,3762,1881.0,at-risk
INV001452,2,92.0,92,14592,7296.0,at-risk
INV001453,2,121.0,121,30908,15454.0,at-risk
INV001454,3,76.5,100,14372,4790.67,regular
INV001455,5,113.5,211,24806,4961.2,at-risk
INV001456,3,45.0,68,10415,3471.67,regular
INV001458,3,50.0,95,39225,13075.0,regular
INV001462,2,207.0,207,14457,7228.5,at-risk
INV001465,2,301.0,301,5951,2975.5,at-risk
INV001466,3,2.5,5,67160,22386.67,regular
INV001472,4,152.3,264,8377,2094.25,at-risk
INV001476,2,396.0,396,16756,8378.0,at-risk
INV001480,2,121.0,121,13328,6664.0,at-risk
INV001481,4,77.7,92,34289,8572.25,regular
INV001482,2,35.0,35,3043,1521.5,regular
INV001485,4,48.7,87,36491,9122.75,regular
INV001487,3,314.5,331,100742,33580.67,at-risk
INV001488,2,179.0,179,6467,3233.5,at-risk
INV001489,2,239.0,239,4595,2297.5,at-risk
INV001491,3,44.0,54,31044,10348.0,regular
INV001492,3,138.5,145,29785,9928.33,at-risk
INV001496,2,269.0,269,10678,5339.0,at-risk
INV001497,4,132.7,217,17619,4404.75,at-risk
INV001499,3,48.0,57,45138,15046.0,regular
INV001500,2,38.0,38,12181,6090.5,regular
INV001501,2,162.0,162,55746,27873.0,at-risk
INV001503,2,61.0,61,23957,11978.5,regular
INV001504,3,118.0,174,77730,25910.0,at-risk
INV001505,2,59.0,59,44828,22414.0,regular
INV001507,4,183.0,445,10944,2736.0,at-risk
INV001508,2,579.0,579,17439,8719.5,at-risk
INV001510,4,173.0,423,24782,6195.5,at-risk
INV001514,2,360.0,360,61438,30719.0,at-risk
INV001516,3,333.5,632,81314,27104.67,at-risk
INV001519,2,36.0,36,11864,5932.0,regular
INV001521,3,196.5,247,5865,1955.0,at-risk
INV001526,2,91.0,91,4842,2421.0,at-risk
INV001530,3,165.0,326,7421,2473.67,at-risk
INV001531,2,84.0,84,8495,4247.5,regular
INV001532,4,210.0,359,20959,5239.75,at-risk
INV001535,2,61.0,61,52063,26031.5,regular
INV001536,2,55.0,55,57269,28634.5,regular
INV001538,3,226.0,244,10999,3666.33,at-risk
INV001542,3,225.5,233,13052,4350.67,at-risk
INV001545,4,172.3,246,83754,20938.5,at-risk
INV001547,4,132.0,326,16178,4044.5,at-risk
INV001550,2,4.0,4,53413,26706.5,regular
INV001551,4,171.7,271,14415,3603.75,at-risk
INV001553,4,151.0,210,35672,8918.0,at-risk
INV001558,3,225.0,333,11803,3934.33,at-risk
INV001561,2,544.0,544,31678,15839.0,at-risk
INV001562,6,115.6,384,37517,6252.83,at-risk
INV001564,4,119.7,207,60059,15014.75,at-risk
INV001566,2,424.0,424,6973,3486.5,at-risk
INV001567,3,137.5,214,42931,14310.33,at-risk
INV001569,4,92.7,125,71692,17923.0,at-risk
INV001573,2,265.0,265,29771,14885.5,at-risk
INV001579,2,153.0,153,43103,21551.5,at-risk
INV001584,2,415.0,415,28103,14051.5,at-risk
INV001585,3,72.5,120,55160,18386.67,regular
INV001587,4,88.7,144,33374,8343.5,regular
INV001592,2,123.0,123,20172,10086.0,at-risk
INV001597,2,215.0,215,29881,14940.5,at-risk
INV001599,2,272.0,272,4642,2321.0,at-risk
INV001603,2,60.0,60,15976,7988.0,regular
INV001605,3,243.5,336,57180,19060.0,at-risk
INV001606,4,150.3,185,67936,16984.0,at-risk
INV001608,3,106.5,151,9880,3293.33,at-risk
INV001612,3,151.0,204,20962,6987.33,at-risk
INV001618,2,1.0,1,34215,17107.5,regular
INV001620,2,28.0,28,15719,7859.5,regular
INV001621,2,334.0,334,16138,8069.0,at-risk
INV001623,2,272.0,272,45778,22889.0,at-risk
INV001624,2,92.0,92,5706,2853.0,at-risk
INV001625,4,190.3,297,11284,2821.0,at-risk
INV001626,2,8.0,8,3171,1585.5,regular
INV001628,4,161.7,212,66314,16578.5,at-risk
INV001629,2,154.0,154,2381,1190.5,at-risk
INV001630,2,62.0,62,51862,25931.0,regular
INV001631,3,47.5,65,2936,978.67,regular
INV001636,5,129.5,326,20605,4121.0,at-risk
INV001640,2,152.0,152,27191,13595.5,at-risk
INV001641,4,149.7,329,23709,5927.25,at-risk
INV001643,2,152.0,152,3619,1809.5,at-risk
INV001644,2,188.0,188,86903,43451.5,at-risk
INV001646,2,191.0,191,46219,23109.5,at-risk
INV001649,2,37.0,37,4597,2298.5,regular
INV001650,3,155.5,242,36296,12098.67,at-risk
INV001651,3,19.5,36,33215,11071.67,regular
INV001652,2,180.0,180,60339,30169.5,at-risk
INV001654,3,287.5,541,10347,3449.0,at-risk
INV001655,2,27.0,27,22548,11274.0,regular
INV001656,3,152.5,215,12536,4178.67,at-risk
INV001658,2,696.0,696,15175,7587.5,at-risk
INV001660,2,173.0,173,6754,3377.0,at-risk
INV001663,3,122.0,240,16714,5571.33,at-risk
INV001665,2,125.0,125,3906,1953.0,at-risk
INV001666,2,92.0,92,52908,26454.0,at-risk
INV001669,2,59.0,59,13132,6566.0,regular
INV001670,2,83.0,83,82189,41094.5,regular
INV001672,3,110.0,217,36529,12176.33,at-risk
INV001673,4,89.3,210,15575,3893.75,regular
INV001674,2,270.0,270,8782,4391.0,at-risk
INV001679,2,232.0,232,25691,12845.5,at-risk
INV001680,5,143.0,334,23675,4735.0,at-risk
INV001683,4,113.0,174,76665,19166.25,at-risk
INV001687,2,91.0,91,10923,5461.5,at-risk
INV001688,3,272.0,273,20931,6977.0,at-risk
INV001690,4,130.0,270,37629,9407.25,at-risk
INV001692,2,92.0,92,20440,10220.0,at-risk
INV001694,4,50.3,85,80885,20221.25,regular
INV001695,3,137.0,271,13250,4416.67,at-risk
INV001696,3,71.5,90,14665,4888.33,regular
INV001697,4,173.0,459,54528,13632.0,at-risk
INV001699,4,83.3,224,24003,6000.75,regular
INV001701,2,82.0,82,14856,7428.0,regular
INV001705,3,77.0,150,45738,15246.0,regular
INV001709,3,137.0,208,33701,11233.67,at-risk
INV001711,2,448.0,448,7564,3782.0,at-risk
INV001712,2,177.0,177,4628,2314.0,at-risk
INV001716,2,60.0,60,9357,4678.5,regular
INV001718,3,117.5,214,62396,20798.67,at-risk
INV001720,3,208.5,363,38539,12846.33,at-risk
INV001724,4,141.0,244,81325,20331.25,at-risk
INV001727,2,8.0,8,24487,12243.5,regular
INV001728,3,148.0,232,76119,25373.0,at-risk
INV001732,2,183.0,183,25856,12928.0,at-risk
INV001734,3,225.0,331,4525,1508.33,at-risk
INV001735,3,57.0,89,47252,15750.67,regular
INV001736,4,152.0,274,12162,3040.5,at-risk
INV001737,5,31.0,61,90336,18067.2,regular
INV001738,5,105.0,331,63390,12678.0,at-risk
INV001739,3,77.5,127,26234,8744.67,regular
INV001740,2,177.0,177,30298,15149.0,at-risk
INV001742,2,97.0,97,6264,3132.0,at-risk
INV001744,3,33.0,56,71866,23955.33,regular
INV001746,4,22.3,30,29729,7432.25,regular
INV001747,2,246.0,246,41316,20658.0,at-risk
INV001748,2,92.0,92,5603,2801.5,at-risk
INV001752,2,241.0,241,6773,3386.5,at-risk
INV001753,5,143.0,269,60010,12002.0,at-risk
INV001757,2,281.0,281,1646,823.0,at-risk
INV001758,2,61.0,61,3450,1725.0,regular
INV001759,3,270.0,476,48169,16056.33,at-risk
INV001762,2,243.0,243,16690,8345.0,at-risk
INV001763,3,149.5,240,84161,28053.67,at-risk
INV001769,4,231.7,491,22826,5706.5,at-risk
INV001772,4,201.3,449,38404,9601.0,at-risk
INV001773,3,76.0,85,25637,8545.67,regular
INV001774,2,66.0,66,7233,3616.5,regular
INV001775,6,77.4,181,77064,12844.0,regular
INV001777,6,96.0,176,38550,6425.0,at-risk
INV001778,4,111.7,213,25527,6381.75,at-risk
INV001782,2,148.0,148,60389,30194.5,at-risk
INV001784,3,90.0,121,65528,21842.67,regular
INV001785,2,273.0,273,14660,7330.0,at-risk
INV001788,2,95.0,95,102720,51360.0,at-risk
INV001792,2,4.0,4,46900,23450.0,regular
INV001797,5,128.0,334,41809,8361.8,at-risk
INV001798,3,136.0,213,63333,21111.0,at-risk
INV001800,5,59.0,95,75303,15060.6,regular
INV001801,3,119.5,212,14316,4772.0,at-risk
INV001802,4,172.0,359,78489,19622.25,at-risk
INV001803,3,165.0,268,7909,2636.33,at-risk
INV001804,3,137.0,264,28460,9486.67,at-risk
INV001805,3,124.0,212,7420,2473.33,at-risk
INV001806,4,41.3,120,45439,11359.75,regular
INV001809,2,323.0,323,3305,1652.5,at-risk
INV001810,3,89.5,178,8922,2974.0,regular
INV001811,5,173.8,251,138171,27634.2,at-risk
INV001814,2,89.0,89,9206,4603.0,regular
INV001815,3,107.5,157,61344,20448.0,at-risk
INV001820,2,178.0,178,7574,3787.0,at-risk
INV001823,5,150.2,386,23019,4603.8,at-risk
INV001825,2,308.0,308,34324,17162.0,at-risk
INV001826,2,155.0,155,22337,11168.5,at-risk
INV001827,3,168.0,327,78488,26162.67,at-risk
INV001829,2,151.0,151,5530,2765.0,at-risk
INV001831,3,168.5,177,37121,12373.67,at-risk
INV001832,2,156.0,156,6416,3208.0,at-risk
INV001833,3,126.0,250,12069,4023.0,at-risk
INV001834,3,137.0,272,27280,9093.33,at-risk
INV001835,2,252.0,252,47600,23800.0,at-risk
INV001836,3,330.0,542,2603,867.67,at-risk
INV001837,2,481.0,481,1765,882.5,at-risk
INV001842,2,100.0,100,5605,2802.5,at-risk
INV001843,3,131.5,177,9548,3182.67,at-risk
INV001845,2,602.0,602,6320,3160.0,at-risk
INV001848,3,136.0,218,50145,16715.0,at-risk
INV001853,2,4.0,4,29264,14632.0,regular
INV001856,2,31.0,31,2925,1462.5,regular
INV001857,2,95.0,95,11407,5703.5,at-risk
INV001858,3,182.5,244,12818,4272.67,at-risk
INV001860,2,614.0,614,44713,22356.5,at-risk
INV001865,3,135.0,209,14681,4893.67,at-risk
INV001866,2,59.0,59,16673,8336.5,regular
INV001870,4,212.3,368,121280,30320.0,at-risk
INV001871,2,85.0,85,22677,11338.5,regular
INV001873,2,240.0,240,52959,26479.5,at-risk
INV001874,2,33.0,33,20378,10189.0,regular
INV001879,2,92.0,92,4291,2145.5,at-risk
INV001881,3,48.5,67,31114,10371.33,regular
INV001883,2,84.0,84,1415,707.5,regular
INV001885,2,188.0,188,3043,1521.5,at-risk
INV001886,2,178.0,178,5455,2727.5,at-risk
INV001887,2,245.0,245,23127,11563.5,at-risk
INV001888,3,58.5,91,35902,11967.33,regular
INV001890,3,258.0,270,2085,695.0,at-risk
INV001892,2,85.0,85,48029,24014.5,regular
INV001893,3,315.5,332,38038,12679.33,at-risk
INV001897,2,33.0,33,7652,3826.0,regular
INV001899,2,7.0,7,8647,4323.5,regular
INV001900,2,241.0,241,7809,3904.5,at-risk
INV001905,3,151.0,214,50784,16928.0,at-risk
INV001912,3,194.5,297,66974,22324.67,at-risk
INV001916,3,179.0,334,57682,19227.33,at-risk
INV001920,3,270.0,417,10348,3449.33,at-risk
INV001921,3,152.5,181,40035,13345.0,at-risk
INV001923,3,154.0,241,9020,3006.67,at-risk
INV001924,5,39.2,94,71131,14226.2,regular
INV001929,2,59.0,59,44647,22323.5,regular
INV001930,3,169.5,247,14542,4847.33,at-risk
INV001937,2,31.0,31,14872,7436.0,regular
INV001938,2,182.0,182,2823,1411.5,at-risk
INV001943,2,425.0,425,13267,6633.5,at-risk
INV001944,2,393.0,393,11394,5697.0,at-risk
INV001945,2,181.0,181,6282,3141.0,at-risk
INV001951,3,195.5,356,13772,4590.67,at-risk
INV001954,3,94.0,185,20817,6939.0,at-risk
INV001955,3,162.0,175,35011,11670.33,at-risk
INV001957,2,336.0,336,3382,1691.0,at-risk
INV001961,2,37.0,37,45184,22592.0,regular
INV001962,3,149.0,179,18121,6040.33,at-risk
INV001967,2,658.0,658,7998,3999.0,at-risk
INV001969,2,83.0,83,16396,8198.0,regular
INV001971,2,334.0,334,23420,11710.0,at-risk
INV001972,4,40.0,63,83222,20805.5,regular
INV001976,2,248.0,248,12706,6353.0,at-risk
INV001977,3,348.5,642,32711,10903.67,at-risk
INV001978,2,419.0,419,17241,8620.5,at-risk
INV001979,3,163.0,209,15513,5171.0,at-risk
INV001980,2,427.0,427,1473,736.5,at-risk
INV001982,2,212.0,212,36680,18340.0,at-risk
INV001983,3,212.0,216,5865,1955.0,at-risk
INV001985,2,24.0,24,76025,38012.5,regular
INV001986,2,605.0,605,34293,17146.5,at-risk
INV001990,4,150.3,266,56568,14142.0,at-risk
INV001993,2,129.0,129,22140,11070.0,at-risk
INV001997,2,85.0,85,3422,1711.0,regular
INV001999,2,2.0,2,10114,5057.0,regular
INV002006,2,4.0,4,23800,11900.0,regular
INV002010,2,270.0,270,45183,22591.5,at-risk
INV002012,3,86.5,153,7408,2469.33,regular
INV002017,2,29.0,29,16597,8298.5,regular
INV002018,3,208.0,329,4520,1506.67,at-risk
INV002019,6,133.6,205,50866,8477.67,at-risk
INV002025,4,58.3,115,40150,10037.5,regular
INV002026,3,244.0,448,97011,32337.0,at-risk
INV002030,2,91.0,91,13238,6619.0,at-risk
INV002032,2,149.0,149,2251,1125.5,at-risk
INV002033,2,67.0,67,18152,9076.0,regular
INV002034,4,101.3,266,35600,8900.0,at-risk
INV002035,2,213.0,213,108525,54262.5,at-risk
INV002036,2,154.0,154,59461,29730.5,at-risk
INV002037,2,0.0,0,50996,25498.0,regular
INV002038,2,330.0,330,14622,7311.0,at-risk
INV002040,2,236.0,236,22166,11083.0,at-risk
INV002041,2,245.0,245,5560,2780.0,at-risk
INV002047,2,364.0,364,6854,3427.0,at-risk
INV002050,2,395.0,395,11384,5692.0,at-risk
INV002052,2,7.0,7,60029,30014.5,regular
INV002054,5,71.0,126,26667,5333.4,regular
INV002056,3,155.0,162,29703,9901.0,at-risk
INV002059,2,209.0,209,21217,10608.5,at-risk
INV002060,2,363.0,363,33872,16936.0,at-risk
INV002065,3,255.5,491,67136,22378.67,at-risk
INV002067,3,63.0,64,67161,22387.0,regular
INV002069,4,211.7,458,69629,17407.25,at-risk
INV002070,2,430.0,430,23700,11850.0,at-risk
INV002075,2,183.0,183,3929,1964.5,at-risk
INV002077,3,110.0,219,19879,6626.33,at-risk
INV002082,2,83.0,83,16925,8462.5,regular
INV002083,5,82.2,180,71409,14281.8,regular
INV002085,4,192.0,361,22520,5630.0,at-risk
INV002088,2,6.0,6,40244,20122.0,regular
INV002090,4,81.7,181,24957,6239.25,regular
INV002092,3,152.5,156,25714,8571.33,at-risk
INV002095,3,122.0,215,49445,16481.67,at-risk
INV002101,2,273.0,273,2636,1318.0,at-risk
INV002106,2,515.0,515,10561,5280.5,at-risk
INV002107,4,71.7,122,73990,18497.5,regular
INV002108,2,211.0,211,51253,25626.5,at-risk
INV002110,2,183.0,183,19536,9768.0,at-risk
INV002111,4,132.0,238,12877,3219.25,at-risk
INV002112,4,180.3,273,42269,10567.25,at-risk
INV002113,2,163.0,163,6341,3170.5,at-risk
INV002116,2,34.0,34,27627,13813.5,regular
INV002117,3,76.5,90,44351,14783.67,regular
INV002119,2,303.0,303,37762,18881.0,at-risk
INV002121,3,165.0,243,30320,10106.67,at-risk
INV002122,3,269.0,356,26078,8692.67,at-risk
INV002124,2,477.0,477,20742,10371.0,at-risk
INV002125,5,89.5,177,18883,3776.6,regular
INV002126,2,213.0,213,44895,22447.5,at-risk
INV002127,3,62.5,95,11032,3677.33,regular
INV002128,2,208.0,208,16545,8272.5,at-risk
INV002129,3,74.5,97,3986,1328.67,regular
INV002130,3,94.5,95,15792,5264.0,at-risk
INV002131,3,210.0,397,5934,1978.0,at-risk
INV002137,2,543.0,543,9682,4841.0,at-risk
INV002138,3,171.0,219,12450,4150.0,at-risk
INV002139,2,302.0,302,54291,27145.5,at-risk
INV002142,4,83.3,125,43936,10984.0,regular
INV002143,2,180.0,180,1915,957.5,at-risk
INV002149,4,192.0,330,27962,6990.5,at-risk
INV002151,2,3.0,3,53315,26657.5,regular
INV002152,3,243.0,360,71432,23810.67,at-risk
INV002153,5,129.0,311,22092,4418.4,at-risk
INV002157,5,84.2,154,62692,12538.4,regular
INV002159,2,574.0,574,28530,14265.0,at-risk
INV002161,2,177.0,177,8828,4414.0,at-risk
INV002162,4,142.3,364,79048,19762.0,at-risk
INV002163,2,363.0,363,16887,8443.5,at-risk
INV002166,4,224.7,545,21984,5496.0,at-risk
INV002171,4,101.0,266,34908,8727.0,at-risk
INV002176,2,28.0,28,8083,4041.5,regular
INV002178,3,135.0,212,20586,6862.0,at-risk
INV002179,3,90.0,146,17817,5939.0,regular
INV002180,2,423.0,423,48109,24054.5,at-risk
INV002186,2,217.0,217,22176,11088.0,at-risk
INV002187,3,243.0,266,5698,1899.33,at-risk
INV002188,2,28.0,28,7579,3789.5,regular
INV002189,3,226.5,242,7006,2335.33,at-risk
INV002192,4,89.3,141,12772,3193.0,regular
INV002195,6,72.6,239,108650,18108.33,regular
INV002196,5,167.8,277,97862,19572.4,at-risk
INV002198,6,85.0,235,35424,5904.0,regular
INV002200,2,154.0,154,4688,2344.0,at-risk
INV002201,3,91.5,149,30180,10060.0,at-risk
INV002205,3,198.5,368,49667,16555.67,at-risk
INV002206,4,114.7,184,60697,15174.25,at-risk
INV002207,3,123.0,149,61386,20462.0,at-risk
INV002208,2,61.0,61,8714,4357.0,regular
INV002209,2,113.0,113,9846,4923.0,at-risk
INV002213,3,226.5,294,35331,11777.0,at-risk
INV002214,2,120.0,120,3362,1681.0,at-risk
INV002216,3,274.5,515,3614,1204.67,at-risk
INV002218,3,179.5,180,29580,9860.0,at-risk
INV002219,6,125.6,421,24461,4076.83,at-risk
INV002223,2,154.0,154,15221,7610.5,at-risk
INV002224,2,58.0,58,56866,28433.0,regular
INV002225,2,116.0,116,6563,3281.5,at-risk
INV002227,3,330.0,599,23797,7932.33,at-risk
INV002228,3,150.0,273,18712,6237.33,at-risk
INV002230,3,118.5,187,10519,3506.33,at-risk
INV002232,4,182.0,332,52653,13163.25,at-risk
INV002234,2,303.0,303,59153,29576.5,at-risk
INV002237,2,150.0,150,17301,8650.5,at-risk
INV002238,3,135.5,215,5972,1990.67,at-risk
INV002242,2,66.0,66,25014,12507.0,regular
INV002245,2,32.0,32,6553,3276.5,regular
INV002247,2,92.0,92,75739,37869.5,at-risk
INV002248,3,301.0,359,39566,13188.67,at-risk
INV002249,3,127.0,156,13429,4476.33,at-risk
INV002250,2,305.0,305,57149,28574.5,at-risk
INV002255,3,63.5,95,9530,3176.67,regular
INV002256,4,92.0,206,39275,9818.75,at-risk
INV002258,3,257.5,303,66790,22263.33,at-risk
INV002265,3,121.0,178,3983,1327.67,at-risk
INV002267,2,296.0,296,47560,23780.0,at-risk
INV002270,3,196.5,329,94171,31390.33,at-risk
INV002271,2,25.0,25,7686,3843.0,regular
INV002275,4,142.0,300,67010,16752.5,at-risk
INV002276,3,198.0,392,36453,12151.0,at-risk
INV002277,4,73.0,85,55305,13826.25,regular
INV002279,2,34.0,34,51745,25872.5,regular
INV002281,2,277.0,277,18318,9159.0,at-risk
INV002282,2,127.0,127,11061,5530.5,at-risk
INV002283,2,359.0,359,75000,37500.0,at-risk
INV002284,2,335.0,335,12157,6078.5,at-risk
INV002285,2,184.0,184,30008,15004.0,at-risk
INV002287,2,191.0,191,8407,4203.5,at-risk
INV002290,2,58.0,58,41560,20780.0,regular
INV002291,2,338.0,338,5649,2824.5,at-risk
INV002292,2,478.0,478,13543,6771.5,at-risk
INV002294,4,192.3,281,41519,10379.75,at-risk
INV002295,4,60.0,147,55447,13861.75,regular
INV002298,2,1.0,1,17377,8688.5,regular
INV002302,2,127.0,127,2738,1369.0,at-risk
INV002304,5,68.0,96,52589,10517.8,regular
INV002307,3,288.5,334,37996,12665.33,at-risk
INV002308,2,389.0,389,17666,8833.0,at-risk
INV002309,2,0.0,0,52802,26401.0,regular
INV002312,2,151.0,151,23751,11875.5,at-risk
INV002315,2,519.0,519,28797,14398.5,at-risk
INV002319,5,52.5,145,53411,10682.2,regular
INV002322,2,637.0,637,7559,3779.5,at-risk
INV002323,3,243.5,355,40077,13359.0,at-risk
INV002327,2,245.0,245,3274,1637.0,at-risk
INV002328,2,220.0,220,34350,17175.0,at-risk
INV002329,4,30.0,37,80477,20119.25,regular
INV002333,3,89.0,178,16426,5475.33,regular
INV002338,3,304.5,361,87485,29161.67,at-risk
INV002341,4,180.0,266,35291,8822.75,at-risk
INV002342,2,545.0,545,11158,5579.0,at-risk
INV002343,5,152.5,514,26048,5209.6,at-risk
INV002347,5,113.2,325,16331,3266.2,at-risk
INV002348,3,31.5,58,14912,4970.67,regular
INV002349,3,135.5,208,23917,7972.33,at-risk
INV002351,3,73.5,115,6228,2076.0,regular
INV002353,2,450.0,450,47613,23806.5,at-risk
INV002357,3,108.0,213,58162,19387.33,at-risk
INV002358,3,76.0,145,65379,21793.0,regular
INV002360,2,29.0,29,49273,24636.5,regular
INV002361,5,53.8,114,122013,24402.6,regular
INV002367,4,81.3,96,27443,6860.75,regular
INV002368,3,213.0,389,26398,8799.33,at-risk
INV002369,3,153.0,277,98657,32885.67,at-risk
INV002370,4,132.0,182,64739,16184.75,at-risk
INV002377,2,64.0,64,3004,1502.0,regular
INV002378,2,387.0,387,53145,26572.5,at-risk
INV002379,3,243.5,367,23068,7689.33,at-risk
INV002380,2,454.0,454,14961,7480.5,at-risk
INV002382,4,92.0,158,49744,12436.0,at-risk
INV002384,2,95.0,95,62813,31406.5,at-risk
INV002385,2,153.0,153,5447,2723.5,at-risk
INV002387,3,213.5,398,4515,1505.0,at-risk
INV002388,2,338.0,338,30987,15493.5,at-risk
INV002389,6,96.8,185,32588,5431.33,at-risk
INV002390,4,83.0,127,86853,21713.25,regular
INV002391,2,84.0,84,30152,15076.0,regular
INV002392,2,120.0,120,3558,1779.0,at-risk
INV002393,2,57.0,57,28774,14387.0,regular
INV002394,3,255.0,450,34195,11398.33,at-risk
INV002395,3,3.0,6,36632,12210.67,regular
INV002399,2,574.0,574,16333,8166.5,at-risk
INV002400,6,63.0,93,17935,2989.17,regular
INV002401,6,53.6,186,26512,4418.67,regular
INV002402,3,224.0,446,73043,24347.67,at-risk
INV002404,2,3.0,3,68711,34355.5,regular
INV002407,3,240.0,451,21685,7228.33,at-risk
INV002409,4,131.0,331,69166,17291.5,at-risk
INV002415,4,160.7,333,65114,16278.5,at-risk
INV002417,4,84.7,102,72463,18115.75,regular
INV002418,3,168.0,214,18424,6141.33,at-risk
INV002422,2,90.0,90,31037,15518.5,regular
INV002424,2,510.0,510,26576,13288.0,at-risk
INV002429,2,35.0,35,18548,9274.0,regular
INV002430,2,40.0,40,19291,9645.5,regular
INV002434,3,256.0,395,11512,3837.33,at-risk
INV002435,2,28.0,28,28647,14323.5,regular
INV002436,4,203.0,241,16148,4037.0,at-risk
INV002437,2,390.0,390,55499,27749.5,at-risk
INV002442,2,3.0,3,7979,3989.5,regular
INV002445,3,93.0,149,53470,17823.33,at-risk
INV002446,3,104.5,184,106132,35377.33,at-risk
