date,amfi_code,nav,daily_return_pct
2022-07-07,118632,53.7793,-0.2955
2022-07-08,118632,53.0451,-1.3652
2022-07-11,118632,52.8264,-0.4123
2022-07-12,118632,52.9831,0.2966
2022-07-13,118632,53.4977,0.9713
2022-07-14,118632,54.3444,1.5827
2022-07-15,118632,55.0585,1.314
2022-07-18,118632,54.6199,-0.7966
2022-07-19,118632,55.1955,1.0538
2022-07-20,118632,55.4149,0.3975
2022-07-21,118632,55.1243,-0.5244
2022-07-22,118632,55.0498,-0.1351
2022-07-25,118632,54.7345,-0.5728
2022-07-26,118632,54.7806,0.0842
2022-07-27,118632,54.4573,-0.5902
2022-07-28,118632,53.9937,-0.8513
2022-07-29,118632,54.2503,0.4752
2022-08-01,118632,54.5801,0.6079
2022-08-02,118632,54.518,-0.1138
2022-08-03,118632,55.208,1.2656
2022-08-04,118632,55.1098,-0.1779
2022-08-05,118632,54.9912,-0.2152
2022-08-08,118632,55.341,0.6361
2022-08-09,118632,55.3049,-0.0652
2022-08-10,118632,55.3749,0.1266
2022-08-11,118632,54.1855,-2.1479
2022-08-12,118632,54.2215,0.0664
2022-08-15,118632,53.3822,-1.5479
2022-08-16,118632,52.8378,-1.0198
2022-08-17,118632,52.2461,-1.1198
2022-08-18,118632,51.7947,-0.864
2022-08-19,118632,51.5711,-0.4317
2022-08-22,118632,51.3769,-0.3766
2022-08-23,118632,51.7054,0.6394
2022-08-24,118632,51.8336,0.2479
2022-08-25,118632,50.9981,-1.6119
2022-08-26,118632,51.0619,0.1251
2022-08-29,118632,51.2319,0.3329
2022-08-30,118632,51.11,-0.2379
2022-08-31,118632,51.1089,-0.0022
2022-09-01,118632,51.2212,0.2197
2022-09-02,118632,51.5944,0.7286
2022-09-05,118632,50.909,-1.3284
2022-09-06,118632,50.8256,-0.1638
2022-09-07,118632,51.5328,1.3914
2022-09-08,118632,52.2076,1.3095
2022-09-09,118632,52.628,0.8052
2022-09-12,118632,52.9051,0.5265
2022-09-13,118632,53.7104,1.5222
2022-09-14,118632,54.6548,1.7583
2022-09-15,118632,54.6208,-0.0622
2022-09-16,118632,54.1837,-0.8002
2022-09-19,118632,54.0826,-0.1866
2022-09-20,118632,55.6087,2.8218
2022-09-21,118632,54.8726,-1.3237
2022-09-22,118632,54.6736,-0.3627
2022-09-23,118632,54.0245,-1.1872
2022-09-26,118632,54.1119,0.1618
2022-09-27,118632,53.5686,-1.004
2022-09-28,118632,53.5449,-0.0442
2022-09-29,118632,52.659,-1.6545
2022-09-30,118632,52.9739,0.598
2022-10-03,118632,53.5757,1.136
2022-10-04,118632,53.4222,-0.2865
2022-10-05,118632,53.3861,-0.0676
2022-10-06,118632,53.3367,-0.0925
2022-10-07,118632,53.4494,0.2113
2022-10-10,118632,53.459,0.018
2022-10-11,118632,53.8502,0.7318
2022-10-12,118632,54.467,1.1454
2022-10-13,118632,54.1053,-0.6641
2022-10-14,118632,53.9857,-0.2211
2022-10-17,118632,54.4448,0.8504
2022-10-18,118632,53.7942,-1.195
2022-10-19,118632,52.8946,-1.6723
2022-10-20,118632,53.0276,0.2514
2022-10-21,118632,53.2877,0.4905
2022-10-24,118632,52.9767,-0.5836
2022-10-25,118632,52.7342,-0.4577
2022-10-26,118632,52.4089,-0.6169
2022-10-27,118632,52.0366,-0.7104
2022-10-28,118632,52.3828,0.6653
2022-10-31,118632,51.867,-0.9847
2022-11-01,118632,51.7724,-0.1824
2022-11-02,118632,51.3872,-0.744
2022-11-03,118632,50.7581,-1.2242
2022-11-04,118632,51.1755,0.8223
2022-11-07,118632,50.9677,-0.4061
2022-11-08,118632,51.0788,0.218
2022-11-09,118632,50.43,-1.2702
2022-11-10,118632,50.1269,-0.601
2022-11-11,118632,50.4883,0.721
2022-11-14,118632,51.6803,2.3609
2022-11-15,118632,50.8135,-1.6772
2022-11-16,118632,50.7497,-0.1256
2022-11-17,118632,50.9608,0.416
2022-11-18,118632,50.7108,-0.4906
2022-11-21,118632,51.1186,0.8042
2022-11-22,118632,50.7555,-0.7103
2022-11-23,118632,50.8506,0.1874
2022-11-24,118632,50.6431,-0.4081
2022-11-25,118632,51.2171,1.1334
2022-11-28,118632,50.9388,-0.5434
2022-11-29,118632,50.8072,-0.2583
2022-11-30,118632,51.2591,0.8894
2022-12-01,118632,50.8227,-0.8514
2022-12-02,118632,50.8798,0.1124
2022-12-05,118632,50.0943,-1.5438
2022-12-06,118632,49.6416,-0.9037
2022-12-07,118632,49.8349,0.3894
2022-12-08,118632,49.4268,-0.8189
2022-12-09,118632,49.2154,-0.4277
2022-12-12,118632,49.4554,0.4877
2022-12-13,118632,49.2288,-0.4582
2022-12-14,118632,49.613,0.7804
2022-12-15,118632,49.7331,0.2421
2022-12-16,118632,49.9503,0.4367
2022-12-19,118632,50.526,1.1525
2022-12-20,118632,50.6949,0.3343
2022-12-21,118632,51.4141,1.4187
2022-12-22,118632,51.8557,0.8589
2022-12-23,118632,51.6435,-0.4092
2022-12-26,118632,52.2628,1.1992
2022-12-27,118632,52.4116,0.2847
2022-12-28,118632,52.2564,-0.2961
2022-12-29,118632,52.4119,0.2976
2022-12-30,118632,52.9559,1.0379
2023-01-02,118632,53.1963,0.454
2023-01-03,118632,54.086,1.6725
2023-01-04,118632,54.635,1.0151
2023-01-05,118632,54.9159,0.5141
2023-01-06,118632,54.4493,-0.8497
2023-01-09,118632,54.3911,-0.1069
2023-01-10,118632,54.4536,0.1149
2023-01-11,118632,54.8175,0.6683
2023-01-12,118632,55.1549,0.6155
2023-01-13,118632,55.2659,0.2013
2023-01-16,118632,55.3532,0.158
2023-01-17,118632,55.7347,0.6892
2023-01-18,118632,55.3428,-0.7032
2023-01-19,118632,56.2056,1.559
2023-01-20,118632,55.2284,-1.7386
2023-01-23,118632,55.9707,1.3441
2023-01-24,118632,55.9773,0.0118
2023-01-25,118632,56.5036,0.9402
2023-01-26,118632,56.7144,0.3731
2023-01-27,118632,56.9171,0.3574
2023-01-30,118632,57.2256,0.542
2023-01-31,118632,57.6651,0.768
2023-02-01,118632,57.5278,-0.2381
2023-02-02,118632,58.0851,0.9687
2023-02-03,118632,57.5619,-0.9007
2023-02-06,118632,57.5889,0.0469
2023-02-07,118632,58.045,0.792
2023-02-08,118632,58.5868,0.9334
2023-02-09,118632,58.8557,0.459
2023-02-10,118632,58.6822,-0.2948
2023-02-13,118632,59.1786,0.8459
2023-02-14,118632,58.8606,-0.5374
2023-02-15,118632,59.8077,1.6091
2023-02-16,118632,59.7939,-0.0231
2023-02-17,118632,59.0179,-1.2978
2023-02-20,118632,58.4295,-0.997
2023-02-21,118632,58.4821,0.09
2023-02-22,118632,58.5845,0.1751
2023-02-23,118632,59.6418,1.8047
2023-02-24,118632,59.1286,-0.8605
2023-02-27,118632,59.1797,0.0864
2023-02-28,118632,58.6596,-0.8788
2023-03-01,118632,58.4354,-0.3822
2023-03-02,118632,59.3403,1.5485
2023-03-03,118632,58.7789,-0.9461
2023-03-06,118632,59.1145,0.571
2023-03-07,118632,59.3503,0.3989
2023-03-08,118632,59.3683,0.0303
2023-03-09,118632,59.6717,0.511
2023-03-10,118632,59.0948,-0.9668
2023-03-13,118632,59.9953,1.5238
2023-03-14,118632,61.0539,1.7645
2023-03-15,118632,61.1108,0.0932
2023-03-16,118632,62.463,2.2127
2023-03-17,118632,62.2757,-0.2999
2023-03-20,118632,62.5282,0.4055
2023-03-21,118632,63.3555,1.3231
2023-03-22,118632,63.1321,-0.3526
2023-03-23,118632,62.3998,-1.1599
2023-03-24,118632,61.5509,-1.3604
2023-03-27,118632,62.7121,1.8866
2023-03-28,118632,62.4524,-0.4141
2023-03-29,118632,62.3824,-0.1121
2023-03-30,118632,61.805,-0.9256
2023-03-31,118632,62.3563,0.892
2023-04-03,118632,61.9599,-0.6357
2023-04-04,118632,61.7239,-0.3809
2023-04-05,118632,61.9191,0.3162
2023-04-06,118632,61.3724,-0.8829
2023-04-07,118632,61.3074,-0.1059
2023-04-10,118632,62.1023,1.2966
2023-04-11,118632,62.3695,0.4303
2023-04-12,118632,62.4735,0.1667
2023-04-13,118632,62.6243,0.2414
2023-04-14,118632,62.442,-0.2911
2023-04-17,118632,63.5838,1.8286
2023-04-18,118632,63.1625,-0.6626
2023-04-19,118632,63.3128,0.238
2023-04-20,118632,63.4098,0.1532
2023-04-21,118632,64.0094,0.9456
2023-04-24,118632,64.6685,1.0297
2023-04-25,118632,64.6837,0.0235
2023-04-26,118632,64.8831,0.3083
2023-04-27,118632,65.105,0.342
2023-04-28,118632,63.8463,-1.9333
2023-05-01,118632,62.9903,-1.3407
2023-05-02,118632,62.6874,-0.4809
2023-05-03,118632,62.4099,-0.4427
2023-05-04,118632,61.7851,-1.0011
2023-05-05,118632,62.227,0.7152
2023-05-08,118632,62.2603,0.0535
2023-05-09,118632,62.1746,-0.1376
2023-05-10,118632,61.5213,-1.0508
2023-05-11,118632,61.5289,0.0124
2023-05-12,118632,60.151,-2.2394
2023-05-15,118632,60.0956,-0.0921
2023-05-16,118632,60.1601,0.1073
2023-05-17,118632,60.3197,0.2653
2023-05-18,118632,59.5241,-1.319
2023-05-19,118632,59.673,0.2502
2023-05-22,118632,59.1579,-0.8632
2023-05-23,118632,58.7659,-0.6626
2023-05-24,118632,59.1696,0.687
2023-05-25,118632,60.2611,1.8447
2023-05-26,118632,60.3195,0.0969
2023-05-29,118632,59.9173,-0.6668
2023-05-30,118632,60.0481,0.2183
2023-05-31,118632,60.5787,0.8836
2023-06-01,118632,60.9428,0.601
2023-06-02,118632,62.4673,2.5015
2023-06-05,118632,62.1065,-0.5776
2023-06-06,118632,62.2769,0.2744
2023-06-07,118632,63.166,1.4277
2023-06-08,118632,64.0324,1.3716
2023-06-09,118632,62.9731,-1.6543
2023-06-12,118632,63.0037,0.0486
2023-06-13,118632,63.8669,1.3701
2023-06-14,118632,65.5498,2.635
2023-06-15,118632,65.992,0.6746
2023-06-16,118632,65.8122,-0.2725
2023-06-19,118632,65.2627,-0.835
2023-06-20,118632,66.5866,2.0286
2023-06-21,118632,67.0505,0.6967
2023-06-22,118632,66.5853,-0.6938
2023-06-23,118632,66.5004,-0.1275
2023-06-26,118632,66.7169,0.3256
2023-06-27,118632,67.0723,0.5327
2023-06-28,118632,66.5766,-0.7391
2023-06-29,118632,66.2511,-0.4889
2023-06-30,118632,65.326,-1.3964
2023-07-03,118632,65.9618,0.9733
2023-07-04,118632,65.7973,-0.2494
2023-07-05,118632,66.1026,0.464
2023-07-06,118632,66.9715,1.3145
2023-07-07,118632,67.1361,0.2458
2023-07-10,118632,67.1038,-0.0481
2023-07-11,118632,67.2534,0.2229
2023-07-12,118632,67.3256,0.1074
2023-07-13,118632,68.1047,1.1572
2023-07-14,118632,68.3269,0.3263
2023-07-17,118632,68.0347,-0.4277
2023-07-18,118632,68.7018,0.9805
2023-07-19,118632,69.4872,1.1432
2023-07-20,118632,68.7073,-1.1224
2023-07-21,118632,69.6784,1.4134
2023-07-24,118632,69.9389,0.3739
2023-07-25,118632,70.15,0.3018
2023-07-26,118632,70.8121,0.9438
2023-07-27,118632,70.4952,-0.4475
2023-07-28,118632,71.1276,0.8971
2023-07-31,118632,70.9283,-0.2802
2023-08-01,118632,70.0477,-1.2415
2023-08-02,118632,69.4699,-0.8249
2023-08-03,118632,69.8542,0.5532
2023-08-04,118632,69.3099,-0.7792
2023-08-07,118632,70.3374,1.4825
2023-08-08,118632,71.1157,1.1065
2023-08-09,118632,71.994,1.235
2023-08-10,118632,72.1105,0.1618
2023-08-11,118632,72.312,0.2794
2023-08-14,118632,71.5916,-0.9962
2023-08-15,118632,72.2604,0.9342
2023-08-16,118632,72.5402,0.3872
2023-08-17,118632,72.9417,0.5535
2023-08-18,118632,74.0741,1.5525
2023-08-21,118632,73.7173,-0.4817
2023-08-22,118632,73.6733,-0.0597
2023-08-23,118632,73.924,0.3403
2023-08-24,118632,73.3545,-0.7704
2023-08-25,118632,73.271,-0.1138
2023-08-28,118632,73.6282,0.4875
2023-08-29,118632,73.4551,-0.2351
2023-08-30,118632,74.3464,1.2134
2023-08-31,118632,73.4001,-1.2728
2023-09-01,118632,74.1688,1.0473
2023-09-04,118632,74.641,0.6367
2023-09-05,118632,74.3058,-0.4491
2023-09-06,118632,73.7405,-0.7608
2023-09-07,118632,72.4374,-1.7671
2023-09-08,118632,71.9683,-0.6476
2023-09-11,118632,72.6735,0.9799
2023-09-12,118632,72.675,0.0021
2023-09-13,118632,73.4621,1.083
2023-09-14,118632,73.0993,-0.4939
2023-09-15,118632,73.5946,0.6776
2023-09-18,118632,73.1681,-0.5795
2023-09-19,118632,72.5851,-0.7968
2023-09-20,118632,72.554,-0.0428
2023-09-21,118632,72.167,-0.5334
2023-09-22,118632,71.2284,-1.3006
2023-09-25,118632,71.1507,-0.1091
2023-09-26,118632,71.2542,0.1455
2023-09-27,118632,72.0929,1.1771
2023-09-28,118632,72.7285,0.8816
2023-09-29,118632,73.5532,1.1339
2023-10-02,118632,74.0601,0.6892
2023-10-03,118632,74.316,0.3455
2023-10-04,118632,73.5528,-1.027
2023-10-05,118632,73.6881,0.1839
2023-10-06,118632,74.1152,0.5796
2023-10-09,118632,75.1127,1.3459
2023-10-10,118632,75.6077,0.659
2023-10-11,118632,76.4788,1.1521
2023-10-12,118632,75.825,-0.8549
2023-10-13,118632,75.646,-0.2361
2023-10-16,118632,75.9722,0.4312
2023-10-17,118632,76.7937,1.0813
2023-10-18,118632,76.7349,-0.0766
2023-10-19,118632,76.7187,-0.0211
2023-10-20,118632,77.2249,0.6598
2023-10-23,118632,76.5014,-0.9369
2023-10-24,118632,77.6336,1.48
2023-10-25,118632,77.0738,-0.7211
2023-10-26,118632,75.8197,-1.6271
2023-10-27,118632,75.8656,0.0605
2023-10-30,118632,77.0503,1.5616
2023-10-31,118632,77.4898,0.5704
2023-11-01,118632,78.045,0.7165
2023-11-02,118632,78.1138,0.0882
2023-11-03,118632,78.0491,-0.0828
2023-11-06,118632,77.0327,-1.3023
2023-11-07,118632,75.5519,-1.9223
2023-11-08,118632,75.7218,0.2249
2023-11-09,118632,76.643,1.2166
2023-11-10,118632,76.9156,0.3557
2023-11-13,118632,77.3797,0.6034
2023-11-14,118632,78.5085,1.4588
2023-11-15,118632,78.7771,0.3421
2023-11-16,118632,78.7326,-0.0565
2023-11-17,118632,78.2066,-0.6681
2023-11-20,118632,79.6549,1.8519
2023-11-21,118632,80.067,0.5174
2023-11-22,118632,79.4444,-0.7776
2023-11-23,118632,78.6687,-0.9764
2023-11-24,118632,79.5839,1.1634
2023-11-27,118632,78.8998,-0.8596
2023-11-28,118632,80.2417,1.7008
2023-11-29,118632,78.355,-2.3513
2023-11-30,118632,79.3852,1.3148
2023-12-01,118632,79.7679,0.4821
2023-12-04,118632,79.8926,0.1563
2023-12-05,118632,79.8102,-0.1031
2023-12-06,118632,81.1941,1.734
2023-12-07,118632,81.7441,0.6774
2023-12-08,118632,81.1374,-0.7422
2023-12-11,118632,79.9579,-1.4537
2023-12-12,118632,80.1244,0.2082
2023-12-13,118632,80.165,0.0507
2023-12-14,118632,79.1384,-1.2806
2023-12-15,118632,79.1406,0.0028
2023-12-18,118632,78.7816,-0.4536
2023-12-19,118632,78.8287,0.0598
2023-12-20,118632,79.376,0.6943
2023-12-21,118632,80.4692,1.3772
2023-12-22,118632,81.1587,0.8568
2023-12-25,118632,80.6856,-0.5829
2023-12-26,118632,80.9903,0.3776
2023-12-27,118632,81.0772,0.1073
2023-12-28,118632,80.1716,-1.117
2023-12-29,118632,80.4952,0.4036
2024-01-01,118632,81.8663,1.7033
2024-01-02,118632,81.932,0.0803
2024-01-03,118632,80.8298,-1.3453
2024-01-04,118632,80.8931,0.0783
2024-01-05,118632,80.0732,-1.0136
2024-01-08,118632,80.727,0.8165
2024-01-09,118632,81.1434,0.5158
2024-01-10,118632,81.063,-0.0991
2024-01-11,118632,80.8683,-0.2402
2024-01-12,118632,80.7587,-0.1355
2024-01-15,118632,80.8063,0.0589
2024-01-16,118632,80.2992,-0.6276
2024-01-17,118632,79.3634,-1.1654
2024-01-18,118632,80.2057,1.0613
2024-01-19,118632,79.9748,-0.2879
2024-01-22,118632,80.1341,0.1992
2024-01-23,118632,80.3774,0.3036
2024-01-24,118632,80.6476,0.3362
2024-01-25,118632,79.8582,-0.9788
2024-01-26,118632,78.7272,-1.4163
2024-01-29,118632,78.36,-0.4664
2024-01-30,118632,78.6745,0.4014
2024-01-31,118632,78.2113,-0.5888
2024-02-01,118632,78.0071,-0.2611
2024-02-02,118632,79.5255,1.9465
2024-02-05,118632,78.282,-1.5636
2024-02-06,118632,77.8026,-0.6124
2024-02-07,118632,79.1558,1.7393
2024-02-08,118632,79.1655,0.0123
2024-02-09,118632,78.7147,-0.5694
2024-02-12,118632,79.5713,1.0882
2024-02-13,118632,79.6511,0.1003
2024-02-14,118632,79.4478,-0.2552
2024-02-15,118632,79.6238,0.2215
2024-02-16,118632,79.2038,-0.5275
2024-02-19,118632,78.5368,-0.8421
2024-02-20,118632,78.4986,-0.0486
2024-02-21,118632,77.842,-0.8364
2024-02-22,118632,77.8895,0.061
2024-02-23,118632,78.1736,0.3647
2024-02-26,118632,78.8046,0.8072
2024-02-27,118632,79.6335,1.0518
2024-02-28,118632,79.39,-0.3058
2024-02-29,118632,79.7816,0.4933
2024-03-01,118632,80.1702,0.4871
2024-03-04,118632,80.4438,0.3413
2024-03-05,118632,80.1457,-0.3706
2024-03-06,118632,79.4633,-0.8514
2024-03-07,118632,79.8571,0.4956
2024-03-08,118632,78.7046,-1.4432
2024-03-11,118632,78.5594,-0.1845
2024-03-12,118632,76.8496,-2.1764
2024-03-13,118632,75.9884,-1.1206
2024-03-14,118632,75.4417,-0.7195
2024-03-15,118632,76.2143,1.0241
2024-03-18,118632,76.7177,0.6605
2024-03-19,118632,76.3833,-0.4359
2024-03-20,118632,76.9158,0.6971
2024-03-21,118632,77.5603,0.8379
2024-03-22,118632,77.4905,-0.09
2024-03-25,118632,76.5896,-1.1626
2024-03-26,118632,76.4888,-0.1316
2024-03-27,118632,76.4622,-0.0348
2024-03-28,118632,75.6746,-1.0301
2024-03-29,118632,75.9592,0.3761
2024-04-01,118632,76.1861,0.2987
2024-04-02,118632,76.5252,0.4451
2024-04-03,118632,76.7533,0.2981
2024-04-04,118632,77.2888,0.6977
2024-04-05,118632,77.2064,-0.1066
2024-04-08,118632,77.3839,0.2299
2024-04-09,118632,77.1527,-0.2988
2024-04-10,118632,76.7956,-0.4628
2024-04-11,118632,77.7475,1.2395
2024-04-12,118632,76.3981,-1.7356
2024-04-15,118632,77.0308,0.8282
2024-04-16,118632,76.6499,-0.4945
2024-04-17,118632,76.1839,-0.608
2024-04-18,118632,76.3992,0.2826
2024-04-19,118632,75.441,-1.2542
2024-04-22,118632,74.9387,-0.6658
2024-04-23,118632,74.418,-0.6948
2024-04-24,118632,74.3112,-0.1435
2024-04-25,118632,73.8241,-0.6555
2024-04-26,118632,74.9126,1.4745
2024-04-29,118632,76.1485,1.6498
2024-04-30,118632,74.8412,-1.7168
2024-05-01,118632,75.2402,0.5331
2024-05-02,118632,75.8512,0.8121
2024-05-03,118632,76.2547,0.532
2024-05-06,118632,75.8525,-0.5274
2024-05-07,118632,75.7284,-0.1636
2024-05-08,118632,75.2691,-0.6065
2024-05-09,118632,75.0294,-0.3185
2024-05-10,118632,74.2713,-1.0104
2024-05-13,118632,74.2345,-0.0495
2024-05-14,118632,73.2949,-1.2657
2024-05-15,118632,73.2034,-0.1248
2024-05-16,118632,72.4391,-1.0441
2024-05-17,118632,72.6088,0.2343
2024-05-20,118632,72.2123,-0.5461
2024-05-21,118632,72.4349,0.3083
2024-05-22,118632,73.1669,1.0106
2024-05-23,118632,74.238,1.4639
2024-05-24,118632,72.6387,-2.1543
2024-05-27,118632,72.1434,-0.6819
2024-05-28,118632,71.988,-0.2154
2024-05-29,118632,72.3181,0.4585
2024-05-30,118632,71.31,-1.394
2024-05-31,118632,70.7315,-0.8112
2024-06-03,118632,70.8494,0.1667
2024-06-04,118632,70.939,0.1265
2024-06-05,118632,71.2124,0.3854
2024-06-06,118632,71.5285,0.4439
2024-06-07,118632,71.7794,0.3508
2024-06-10,118632,71.9392,0.2226
2024-06-11,118632,72.0117,0.1008
2024-06-12,118632,72.4725,0.6399
2024-06-13,118632,71.0919,-1.905
2024-06-14,118632,72.104,1.4237
2024-06-17,118632,70.7522,-1.8748
2024-06-18,118632,70.1182,-0.8961
2024-06-19,118632,70.0142,-0.1483
2024-06-20,118632,70.4671,0.6469
2024-06-21,118632,68.6655,-2.5567
2024-06-24,118632,68.6839,0.0268
2024-06-25,118632,69.2012,0.7532
2024-06-26,118632,69.8469,0.9331
2024-06-27,118632,69.4544,-0.5619
2024-06-28,118632,69.3062,-0.2134
2024-07-01,118632,68.9661,-0.4907
2024-07-02,118632,68.7632,-0.2942
2024-07-03,118632,68.1755,-0.8547
2024-07-04,118632,67.6778,-0.73
2024-07-05,118632,67.9726,0.4356
2024-07-08,118632,68.0867,0.1679
2024-07-09,118632,68.4178,0.4863
2024-07-10,118632,68.5824,0.2406
2024-07-11,118632,69.0453,0.675
2024-07-12,118632,69.6181,0.8296
2024-07-15,118632,68.5923,-1.4735
2024-07-16,118632,68.1125,-0.6995
2024-07-17,118632,68.0088,-0.1522
2024-07-18,118632,68.0303,0.0316
2024-07-19,118632,67.6643,-0.538
2024-07-22,118632,68.2459,0.8595
2024-07-23,118632,69.4839,1.814
2024-07-24,118632,69.634,0.216
2024-07-25,118632,69.7218,0.1261
2024-07-26,118632,70.2823,0.8039
2024-07-29,118632,69.1709,-1.5813
2024-07-30,118632,69.224,0.0768
2024-07-31,118632,69.8603,0.9192
2024-08-01,118632,69.501,-0.5143
2024-08-02,118632,68.7888,-1.0247
2024-08-05,118632,68.7116,-0.1122
2024-08-06,118632,68.7102,-0.002
2024-08-07,118632,68.197,-0.7469
2024-08-08,118632,69.5053,1.9184
2024-08-09,118632,69.2482,-0.3699
2024-08-12,118632,68.5826,-0.9612
2024-08-13,118632,68.5613,-0.0311
2024-08-14,118632,69.1481,0.8559
2024-08-15,118632,69.1944,0.067
2024-08-16,118632,69.5273,0.4811
2024-08-19,118632,69.0305,-0.7145
2024-08-20,118632,69.9783,1.373
2024-08-21,118632,70.3621,0.5485
2024-08-22,118632,71.0519,0.9804
2024-08-23,118632,71.3178,0.3742
2024-08-26,118632,71.8756,0.7821
2024-08-27,118632,71.3611,-0.7158
2024-08-28,118632,71.0892,-0.381
2024-08-29,118632,71.9755,1.2467
2024-08-30,118632,73.0101,1.4374
2024-09-02,118632,72.3125,-0.9555
2024-09-03,118632,72.5094,0.2723
2024-09-04,118632,72.2716,-0.328
2024-09-05,118632,71.8658,-0.5615
2024-09-06,118632,72.0837,0.3032
2024-09-09,118632,72.8503,1.0635
2024-09-10,118632,73.1788,0.4509
2024-09-11,118632,73.0105,-0.23
2024-09-12,118632,73.3806,0.5069
2024-09-13,118632,73.1858,-0.2655
2024-09-16,118632,73.4901,0.4158
2024-09-17,118632,74.4392,1.2915
2024-09-18,118632,73.1257,-1.7645
2024-09-19,118632,73.6797,0.7576
2024-09-20,118632,72.7239,-1.2972
2024-09-23,118632,73.5539,1.1413
2024-09-24,118632,73.1796,-0.5089
2024-09-25,118632,72.4353,-1.0171
2024-09-26,118632,72.9184,0.6669
2024-09-27,118632,73.1907,0.3734
2024-09-30,118632,72.586,-0.8262
2024-10-01,118632,71.8254,-1.0479
2024-10-02,118632,71.7437,-0.1137
2024-10-03,118632,71.0225,-1.0052
2024-10-04,118632,70.397,-0.8807
2024-10-07,118632,70.5052,0.1537
2024-10-08,118632,69.9433,-0.797
2024-10-09,118632,70.2431,0.4286
2024-10-10,118632,71.209,1.3751
2024-10-11,118632,71.1525,-0.0793
2024-10-14,118632,71.271,0.1665
2024-10-15,118632,72.5883,1.8483
2024-10-16,118632,71.869,-0.9909
2024-10-17,118632,72.6655,1.1083
2024-10-18,118632,73.3929,1.001
2024-10-21,118632,73.9861,0.8083
2024-10-22,118632,74.8724,1.1979
2024-10-23,118632,75.0966,0.2994
2024-10-24,118632,74.7501,-0.4614
2024-10-25,118632,75.5141,1.0221
2024-10-28,118632,76.3117,1.0562
2024-10-29,118632,77.099,1.0317
2024-10-30,118632,77.169,0.0908
2024-10-31,118632,76.7227,-0.5783
2024-11-01,118632,76.892,0.2207
2024-11-04,118632,77.5736,0.8864
2024-11-05,118632,78.3179,0.9595
2024-11-06,118632,78.062,-0.3267
2024-11-07,118632,78.3198,0.3303
2024-11-08,118632,77.461,-1.0965
2024-11-11,118632,78.1771,0.9245
2024-11-12,118632,77.6789,-0.6373
2024-11-13,118632,78.2591,0.7469
2024-11-14,118632,77.5099,-0.9573
2024-11-15,118632,78.2585,0.9658
2024-11-18,118632,78.5214,0.3359
2024-11-19,118632,78.0224,-0.6355
2024-11-20,118632,78.5401,0.6635
2024-11-21,118632,78.1726,-0.4679
2024-11-22,118632,78.7316,0.7151
2024-11-25,118632,78.5821,-0.1899
2024-11-26,118632,77.4383,-1.4555
2024-11-27,118632,76.8099,-0.8115
2024-11-28,118632,76.5583,-0.3276
2024-11-29,118632,77.5277,1.2662
2024-12-02,118632,78.1866,0.8499
2024-12-03,118632,79.3553,1.4948
2024-12-04,118632,80.5626,1.5214
2024-12-05,118632,80.225,-0.4191
2024-12-06,118632,80.133,-0.1147
2024-12-09,118632,79.8841,-0.3106
2024-12-10,118632,79.4534,-0.5392
2024-12-11,118632,78.2138,-1.5602
2024-12-12,118632,78.244,0.0386
2024-12-13,118632,77.4018,-1.0764
2024-12-16,118632,77.4184,0.0214
2024-12-17,118632,78.9173,1.9361
2024-12-18,118632,78.6041,-0.3969
2024-12-19,118632,78.7799,0.2237
2024-12-20,118632,79.4533,0.8548
2024-12-23,118632,79.691,0.2992
2024-12-24,118632,79.9381,0.3101
2024-12-25,118632,79.7241,-0.2677
2024-12-26,118632,79.6023,-0.1528
2024-12-27,118632,78.9719,-0.7919
2024-12-30,118632,79.6044,0.8009
2024-12-31,118632,78.4316,-1.4733
2025-01-01,118632,79.147,0.9121
2025-01-02,118632,78.2136,-1.1793
2025-01-03,118632,78.9211,0.9046
2025-01-06,118632,78.7158,-0.2601
2025-01-07,118632,77.9055,-1.0294
2025-01-08,118632,78.3449,0.564
2025-01-09,118632,79.03,0.8745
2025-01-10,118632,78.7659,-0.3342
2025-01-13,118632,79.309,0.6895
2025-01-14,118632,77.7668,-1.9445
2025-01-15,118632,76.906,-1.1069
2025-01-16,118632,77.8277,1.1985
2025-01-17,118632,77.7144,-0.1456
2025-01-20,118632,76.488,-1.5781
2025-01-21,118632,76.0572,-0.5632
2025-01-22,118632,75.4793,-0.7598
2025-01-23,118632,75.4078,-0.0947
2025-01-24,118632,75.2004,-0.275
2025-01-27,118632,75.358,0.2096
2025-01-28,118632,75.3508,-0.0096
2025-01-29,118632,76.2991,1.2585
2025-01-30,118632,76.6249,0.427
2025-01-31,118632,76.9745,0.4562
2025-02-03,118632,77.8096,1.0849
2025-02-04,118632,77.5833,-0.2908
2025-02-05,118632,76.7643,-1.0556
2025-02-06,118632,77.6258,1.1223
2025-02-07,118632,77.759,0.1716
2025-02-10,118632,77.8948,0.1746
2025-02-11,118632,77.5009,-0.5057
2025-02-12,118632,77.1202,-0.4912
2025-02-13,118632,77.7383,0.8015
2025-02-14,118632,78.4568,0.9243
2025-02-17,118632,79.0418,0.7456
2025-02-18,118632,79.6375,0.7537
2025-02-19,118632,80.0795,0.555
2025-02-20,118632,80.2138,0.1677
2025-02-21,118632,80.1312,-0.103
2025-02-24,118632,81.0329,1.1253
2025-02-25,118632,80.8079,-0.2777
2025-02-26,118632,81.1138,0.3786
